Dự án/ khu,Đường/Phố,Xã/ Phường/ Thị trấn,Quận/Huyện,Diện tích(m2),Giá (tỷ đồng),Số phòng ngủ,Số toilet,dudoan_RF,Mã quận huyện,Mã xã phường,Mã đường phố,Mã dự án
Nhà ở cho CBCS Bộ Công an,Phạm Văn Đồng,Cổ Nhuế 2,Bắc Từ Liêm,122.0,4.85,3.0,2.0,5.109990000000009,1,15,176,320
Phương Đông Green Home,Không có,Đức Giang,Long Biên,46.0,1.6,2.0,1.0,1.631719999999998,9,165,72,339
Kim Văn Kim Lũ,Nghiêm Xuân Yêm,Đại Kim,Hoàng Mai,54.0,2.15,2.0,1.0,1.600133333333334,7,159,119,222
Ciputra Hà Nội,Nguyễn Hoàng Tôn,Phú Thượng,Tây Hồ,123.0,4.3,3.0,2.0,4.3540000000000045,16,79,131,88
Khu đô thị Kim Hoa,Ngô Miễn,Kim Hoa,Mê Linh,62.0,0.9,2.0,1.0,1.8701549404761897,10,38,154,217
Golden Palace,Mễ Trì,Mễ Trì,Nam Từ Liêm,86.0,2.9,2.0,2.0,2.9043386111111102,11,56,115,140
Nhà ở cho CBCS Bộ Công an,Phạm Văn Đồng,Cổ Nhuế 2,Bắc Từ Liêm,70.0,2.65,2.0,1.933083511777302,2.6471039682539708,1,15,176,320
Green Stars,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,66.8,2.5,2.0,2.0,2.6006217857142855,1,14,176,153
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,112.0,5.0,3.0,1.933083511777302,4.996133333333335,1,14,176,28
The Zen Residence,Pháp Vân,Yên Sở,Hoàng Mai,99.0,4.2,3.0,1.933083511777302,3.960599999999999,7,147,167,422
The Tonkin - Vinhomes Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,90.0,3.4,3.0,2.0,3.6018366666666664,11,126,283,418
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,90.0,4.0,2.45452528837622,1.933083511777302,3.888100000000002,1,14,176,28
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,70.0,4.2,2.0,2.0,4.067670833333331,2,113,208,470
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,110.0,6.5,3.0,2.0,6.345309848484848,2,113,208,470
Mỹ Đình I,Hàm Nghi,Mỹ Đình 1,Nam Từ Liêm,126.0,3.3,3.0,2.0,3.6929999999999996,11,58,54,273
Green Stars,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,102.0,4.2,3.0,1.933083511777302,4.150683333333331,1,14,176,153
Khu Ngoại Giao Đoàn,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,110.0,4.73,3.0,1.933083511777302,4.656463333333336,1,144,261,211
Không có,Thành Công,Thành Công,Ba Đình,75.0,2.25,3.0,2.0,2.5266619047619043,0,103,189,221
Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,43.3,1.7,1.0,1.0,1.6097999999999997,11,126,72,477
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,51.8,2.1,2.0,1.0,2.02585619047619,11,56,283,472
The Matrix One,Lê Quang Đạo,Mễ Trì,Nam Từ Liêm,88.0,4.9,2.0,2.0,4.883999999999997,11,56,91,406
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,58.0,2.2,2.0,1.0,2.1983166666666656,11,56,283,472
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,58.2,2.65,2.0,1.933083511777302,2.488008333333335,11,56,283,472
PHC Complex 158 Nguyễn Sơn,Nguyễn Sơn,Bồ Đề,Long Biên,75.39,3.24,2.0,2.0,3.198518333333335,9,8,141,328
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,54.0,2.7,2.0,1.0,2.223109999999998,11,56,283,472
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,69.1,3.6,2.0,2.0,3.5605000000000033,11,56,283,472
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,28.0,1.25,2.45452528837622,1.933083511777302,1.332059761904762,11,56,283,472
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,30.0,1.245,1.0,1.0,1.0162057936507927,3,17,72,475
Florence Mỹ Đình,Trần Hữu Dực,Cầu Diễn,Nam Từ Liêm,82.3,3.2,2.0,2.0,3.1298000000000017,11,12,210,127
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,170.0,5.1,4.0,3.0,5.20069047619048,1,76,64,144
Phương Đông Green Home,Không có,Đức Giang,Long Biên,45.0,1.62,2.0,1.0,1.6591999999999978,9,165,72,339
Sun Grand City,Thụy Khuê,Thụy Khuê,Tây Hồ,123.0,9.9,3.0,2.0,9.769275,16,112,198,370
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,118.0,4.2,3.0,2.0,4.230799999999995,16,79,107,88
Tràng An Complex,Phùng Chí Kiên,Nghĩa Đô,Cầu Giấy,93.0,4.7,3.0,2.0,4.5696999999999965,2,63,168,443
Bình Minh Garden,Đức Giang,Đức Giang,Long Biên,104.0,3.3,3.0,2.0,3.259940000000004,9,165,291,49
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,28.0,1.2,1.0,1.0,1.3287009934509932,11,56,283,472
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,70.0,3.5,2.0,1.933083511777302,3.5295000000000014,11,56,283,472
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,32.0,0.89,1.0,1.0,0.8929575000000004,3,17,72,475
Ecolife Tây Hồ,Nguyễn Văn Huyên,Xuân La,Tây Hồ,108.9,4.36,2.45452528837622,1.933083511777302,4.744400000000008,16,141,149,116
Ecolife Tây Hồ,Không có,Xuân La,Tây Hồ,88.8,4.1,2.45452528837622,1.933083511777302,4.2218000000000035,16,141,72,116
Sunshine City,Võ Chí Công,Đông Ngạc,Bắc Từ Liêm,98.0,5.0,2.45452528837622,1.933083511777302,5.133800000000001,1,155,240,374
Imperia Garden,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,69.0,3.2,2.0,2.0,3.289624404761903,13,102,132,198
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,109.0,4.2,3.0,2.0,4.385166666666662,13,102,132,165
Sunshine Riverside,Không có,Phú Thượng,Tây Hồ,80.74,3.4,2.0,2.0,3.442619999999999,16,79,72,377
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,88.0,3.7,3.0,2.0,4.039249999999997,13,102,146,135
CT36 - Dream Home,Nguyễn Cảnh Dị,Định Công,Hoàng Mai,104.0,3.25,3.0,2.0,3.3124833333333323,7,162,128,63
The K Park,Lê Trọng Tấn,Phúc La,Hà Đông,93.0,3.3,3.0,2.0,3.298239285714286,8,81,93,403
Golden Palace,Mễ Trì,Mễ Trì,Nam Từ Liêm,85.6,3.1,2.0,1.933083511777302,3.171724999999999,11,56,115,140
A10-A14 Nam Trung Yên,Không có,Yên Hòa,Cầu Giấy,55.0,2.09,2.0,1.0,2.1741933333333336,2,145,72,26
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,80.0,3.15,3.0,2.0,3.7886523809523824,13,102,146,135
Eco Lake View,Đại Từ,Đại Kim,Hoàng Mai,69.0,2.07,2.0,2.0,2.1625399999999972,7,159,281,111
Dreamland Bonanza,Duy Tân,Mỹ Đình 2,Nam Từ Liêm,97.0,4.79,3.0,2.0,5.191132142857142,11,59,32,101
Xuân Mai Tower - CT2 Tô Hiệu,Tô Hiệu,Hà Cầu,Hà Đông,117.0,3.0,3.0,1.933083511777302,3.0022999999999995,8,28,231,496
Nam Trung Yên,Nguyễn Chánh,Trung Hòa,Cầu Giấy,65.0,2.2,2.0,2.0,2.3927416666666668,2,113,124,298
Ciputra Hà Nội,Nguyễn Hoàng Tôn,Phú Thượng,Tây Hồ,180.0,5.4,3.0,3.0,8.013633333333331,16,79,131,88
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,60.0,1.3,2.0,1.933083511777302,1.440538333333333,12,128,165,87
Làng Quốc tế Thăng Long,Trần Đăng Ninh,Dịch Vọng,Cầu Giấy,170.0,6.9,3.0,1.933083511777302,7.007699999999991,2,18,223,251
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,75.0,2.81,2.0,2.0,2.7014365873015875,12,125,151,110
Sunshine Center,Phạm Hùng,Mỹ Đình 2,Nam Từ Liêm,131.0,6.0,4.0,2.0,5.736750000000002,11,59,173,373
Mipec Rubik 360,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,110.0,6.1,3.0,1.933083511777302,5.948175000000009,2,19,260,266
The Emerald,Đình Thôn,Mỹ Đình 1,Nam Từ Liêm,102.0,4.0,3.0,2.0,4.023833333333333,11,58,275,397
Eco City Việt Hưng,Không có,Giang Biên,Long Biên,63.0,2.2,2.0,2.0,2.2046570386557884,9,20,72,108
Home City - Trung Kính Complex,Trung Kính,Yên Hòa,Cầu Giấy,71.0,2.9,2.0,1.933083511777302,3.0219333333333327,2,145,201,176
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,62.0,3.3,2.0,2.0,3.365216666666667,11,126,72,263
Iris Garden,Trần Hữu Dực,Cầu Diễn,Nam Từ Liêm,133.0,3.9,3.0,2.0,4.447239999999995,11,12,210,206
The Zei Mỹ Đình,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,214.0,11.0,4.0,3.0,9.514499999999996,11,59,98,421
Sky Central,Định Công,Định Công,Hoàng Mai,64.7,2.59,2.0,2.0,2.5647333333333346,7,162,287,356
La Casta Văn Phú,Lê Trọng Tấn,Phú La,Hà Đông,88.0,3.2,2.0,1.933083511777302,3.1886666666666614,8,77,93,241
Vinhomes Ocean Park Gia Lâm,An Đào,Dương Xá,Gia Lâm,70.0,1.9,2.0,2.0,1.9723298251748274,3,17,8,475
Eco City Việt Hưng,Không có,Giang Biên,Long Biên,65.0,2.1,2.0,2.0,2.1175666666666633,9,20,72,108
Tháp doanh nhân Tower,Thanh Bình,Mỗ Lao,Hà Đông,50.0,1.228,1.0,1.933083511777302,1.466259999999999,8,57,185,426
Ngõ 65,Vạn Bảo,Liễu Giai,Ba Đình,80.0,3.75,2.0,2.0,3.4456733333333314,0,45,255,314
Canal Park,Không có,Thạch Bàn,Long Biên,128.0,3.1,4.0,1.933083511777302,3.8242000000000025,9,108,72,66
Eco Lake View,Đại Từ,Đại Kim,Hoàng Mai,105.0,3.7,3.0,2.0,3.901639285714284,7,159,281,111
HC Golden City,Hồng Tiến,Bồ Đề,Long Biên,102.0,5.0,3.0,2.0,4.96585,9,8,67,154
Helios Tower 75 Tam Trinh,Tam Trinh,Mai Động,Hoàng Mai,65.0,2.6,2.0,2.0,2.6494666666666644,7,54,184,171
The Park Home,Thành Thái,Dịch Vọng,Cầu Giấy,110.0,6.35,3.0,1.933083511777302,6.400304523809525,2,18,190,410
The Link 345-CT1,Không có,Đông Ngạc,Bắc Từ Liêm,107.0,5.2,3.0,2.0,5.225299999999993,1,155,72,404
HC Golden City,Hồng Tiến,Bồ Đề,Long Biên,87.3,4.178,3.0,2.0,4.1809699999999985,9,8,67,154
Hoàng Thành Pearl,Nguyễn Văn Giáp,Cầu Diễn,Nam Từ Liêm,107.94,5.216,3.0,2.0,5.216725000000005,11,12,148,179
Chung cư Viện 103,Yên Xá,Tân Triều,Thanh Trì,118.0,2.7,3.0,2.0,2.776175000000001,12,125,267,84
Mandarin Garden 2,Trương Định,Tân Mai,Hoàng Mai,92.0,4.5,3.0,2.0,4.331,7,124,204,261
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,55.0,2.0,2.45452528837622,1.933083511777302,1.5695483333333329,12,125,151,110
VOV Mễ Trì,Lương Thế Vinh,Mễ Trì,Nam Từ Liêm,74.0,2.3,2.0,1.0,2.511000000000003,11,56,104,458
Eco City Việt Hưng,Không có,Giang Biên,Long Biên,63.6,2.2,2.0,2.0,2.2278251273726255,9,20,72,108
Sudico Mỹ Đình,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,200.0,4.8,4.0,3.0,5.562545000000004,11,58,173,368
Khai Sơn City,Không có,Ngọc Thụy,Long Biên,77.51,2.9,2.0,2.0,2.908299999999999,9,70,72,210
Eurowindow River Park,5,Đông Hội,Đông Anh,82.0,2.3,3.0,2.0,2.314430000000003,18,154,3,119
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,43.3,1.9,2.0,1.0,1.7931880952380954,11,126,283,200
Epic Tower,Duy Tân,Dịch Vọng Hậu,Cầu Giấy,95.0,8.0,2.45452528837622,1.933083511777302,6.559900000000002,2,19,32,117
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,33.5,2.0,1.0,1.0,1.34579,2,113,208,470
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,47.0,1.2,1.0,1.933083511777302,1.2821960199522713,3,17,72,475
The Garden Hills - 99 Trần Bình,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,68.0,2.6,2.0,2.0,2.7112462373737363,11,59,206,398
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,68.0,1.65,2.0,2.0,1.7567583333333334,3,17,72,475
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,60.0,1.56,2.0,1.0,1.5214112077172914,3,17,72,475
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,31.0,0.88,1.0,1.0,0.8877475793650795,3,17,72,475
HH4 Linh Đàm,Linh Đường,Hoàng Liệt,Hoàng Mai,65.0,1.58,2.45452528837622,1.933083511777302,1.5580916666666678,7,26,84,158
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,80.0,2.3,3.0,2.0,2.303390881030735,3,17,72,475
Golden Palace,Mễ Trì,Mễ Trì,Nam Từ Liêm,85.0,2.8,2.0,2.0,2.7390940909090915,11,56,115,140
Thống Nhất Complex,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,122.5,6.0,3.0,2.0,5.934849999999998,13,102,146,431
Dolphin Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,198.0,7.13,4.0,2.0,7.052209999999998,11,59,206,99
Thăng Long Number One,Không có,Trung Hòa,Cầu Giấy,87.0,3.9,3.0,2.0,3.7336333333333336,2,113,72,429
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,77.0,1.74,2.0,1.933083511777302,1.9312166666666675,12,128,165,87
Golden Field Mỹ Đình,Không có,Cầu Diễn,Nam Từ Liêm,65.0,2.6,2.0,1.933083511777302,2.5439999999999983,11,12,72,137
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,75.0,3.0,2.45452528837622,1.933083511777302,2.998,11,117,235,115
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,67.0,2.5,2.0,2.0,2.4890576552896433,12,125,151,110
Chelsea Park,Trung Kính,Yên Hòa,Cầu Giấy,100.0,4.3,2.0,2.0,4.1190333333333315,2,145,201,69
La Casta Văn Phú,Lê Trọng Tấn,Phú La,Hà Đông,117.0,4.8,3.0,1.933083511777302,4.595170000000005,8,77,93,241
Khu Nhà ở KD Dịch Vọng,Không có,Dịch Vọng,Cầu Giấy,79.0,3.25,2.0,2.0,3.1013399999999995,2,18,72,212
The Golden Palm Lê Văn Lương,Lê Văn Lương,Nhân Chính,Thanh Xuân,66.0,3.0,2.45452528837622,1.933083511777302,3.0001666666666664,13,71,95,402
Rivera Park Hà Nội,Vũ Trọng Phụng,Thanh Xuân Trung,Thanh Xuân,75.0,3.5,2.0,2.0,3.5856666666666657,13,102,253,343
Việt Đức Complex,Lê Văn Lương,Nhân Chính,Thanh Xuân,80.0,3.15,2.0,2.0,3.067000000000001,13,71,95,486
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,95.0,5.9,3.0,2.0,5.864632836607837,2,113,208,470
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,60.0,2.9,2.0,2.0,3.038599999999999,11,126,72,263
Hoàng Thành Pearl,Nguyễn Văn Giáp,Cầu Diễn,Nam Từ Liêm,80.0,3.7,2.0,2.0,3.8579978571428537,11,12,148,179
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,95.0,6.3,3.0,2.0,5.864632836607837,2,113,208,470
Park View Residence,Tố Hữu,Dương Nội,Hà Đông,62.0,1.75,2.0,2.0,1.997783833333334,8,16,235,333
The Emerald,Không có,Mỹ Đình 1,Nam Từ Liêm,86.0,3.2,2.0,2.0,3.280474999999997,11,58,72,397
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,77.0,2.85,2.0,1.933083511777302,2.87765,9,95,52,245
KĐTM Dương Nội,Tố Hữu,Dương Nội,Hà Đông,56.5,1.5,2.0,1.0,1.5485482142857143,8,16,235,240
789 Bộ Tổng Tham Mưu - BQP,Nhân Mỹ,Mỹ Đình 1,Nam Từ Liêm,95.0,2.85,3.0,2.0,3.097000000000001,11,58,163,21
Trung Yên I,Không có,Yên Hòa,Cầu Giấy,102.0,3.55,2.0,2.0,3.888100000000004,2,145,72,438
Vinhomes Smart City ,Không có,Không có,Nam Từ Liêm,98.0,3.9,3.0,2.0,4.513166666666661,11,30,72,478
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,65.0,2.65,2.0,2.0,2.661725793650795,11,126,283,200
Tây Nam Đại học Thương Mại,Lê Đức Thọ,Mai Dịch,Cầu Giấy,66.8,2.55,2.0,1.933083511777302,2.375800000000003,2,53,98,449
The Golden Armor,Nam Cao,Giảng Võ,Ba Đình,115.0,7.3,3.0,2.0,7.386799999999994,0,21,117,401
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,55.0,2.15,2.0,1.0,2.2421658333333325,11,126,283,200
Chung cư 24 Nguyễn Khuyến,Nguyễn Khuyến,Văn Quán,Hà Đông,91.0,2.91,3.0,1.933083511777302,3.1864190000000026,8,135,134,72
Hyundai Hillstate,Tô Hiệu,Hà Cầu,Hà Đông,139.0,4.1,3.0,2.0,4.34238833333333,8,28,231,180
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,78.0,2.9,2.0,2.0,2.7957853182928174,1,76,64,144
Central Field Trung Kính,Trung Kính,Yên Hòa,Cầu Giấy,74.0,3.55,2.0,1.933083511777302,3.377216666666671,2,145,201,68
Sudico Mỹ Đình,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,109.0,3.55,3.0,2.0,3.7549750000000053,11,58,173,368
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,76.0,3.6,2.0,2.0,3.577913636363637,11,12,54,471
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,74.5,2.9,2.0,2.0,2.6981528066378053,1,76,64,144
Xuân Mai Tower - CT2 Tô Hiệu,Tô Hiệu,Hà Cầu,Hà Đông,117.0,3.0,3.0,1.933083511777302,3.0022999999999995,8,28,231,496
MIPEC Towers,Tây Sơn,Ngã Tư Sở,Đống Đa,126.0,6.25,3.0,2.0,6.11675,19,61,230,258
C3 Lê Văn Lương (Golden Palace),Lê Văn Lương,Nhân Chính,Thanh Xuân,100.0,4.5,3.0,1.933083511777302,4.5912125,13,71,95,53
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,47.0,0.999,2.0,1.0,1.035649999999999,12,128,165,87
Không có,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,50.0,1.1,2.0,1.0,0.9712999999999997,1,144,261,221
Đặng Xá 2,Nguyễn Đức Thuận,Đặng Xá,Gia Lâm,57.6,1.1,2.0,1.0,1.1373999999999993,3,161,153,506
282 Nguyễn Huy Tưởng,Nguyễn Huy Tưởng,Thanh Xuân Bắc,Thanh Xuân,70.0,2.8,2.0,2.0,2.8159750000000034,13,100,132,10
Tái định cư C18 Xuân La,Lạc Long Quân,Xuân La,Tây Hồ,93.0,4.0,3.0,2.0,4.713000000000001,16,141,107,444
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,28.0,1.6,1.0,1.0,1.3287009934509932,11,56,283,472
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,113.0,5.1,3.0,2.0,5.099700000000006,1,14,176,28
Green Stars,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,95.0,3.7,3.0,2.0,3.665499999999999,1,14,176,153
Newtatco Vĩnh Phúc,Bưởi,Vĩnh Phúc,Ba Đình,70.0,3.3,2.0,2.0,3.3678266666666676,0,130,11,305
N02-T3 Ngoại Giao Đoàn,Không có,Xuân Đỉnh,Bắc Từ Liêm,102.0,5.55,3.0,2.0,5.364300000000002,1,144,72,286
Trung Yên I,Không có,Yên Hòa,Cầu Giấy,107.0,3.55,2.0,2.0,4.0329666666666695,2,145,72,438
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,82.0,4.4,2.0,2.0,4.481400000000005,4,131,112,433
Park Hill Premium - Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,119.0,7.4,3.0,2.0,7.089414999999999,4,131,112,330
Hà Nội Center Point,Hoàng Đạo Thúy,Nhân Chính,Thanh Xuân,64.0,2.8,2.0,2.0,2.7893666666666705,13,71,50,182
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,120.0,4.8,3.0,2.0,4.781595238095238,13,102,132,165
Vinaconex 7 - 34 Cầu Diễn,K2,Cầu Diễn,Nam Từ Liêm,130.0,4.1,3.0,3.0,4.892566666666673,11,12,69,468
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,89.0,4.4,3.0,2.0,4.676250000000007,13,102,146,135
Tháp doanh nhân Tower,Thanh Bình,Mỗ Lao,Hà Đông,96.0,1.8,3.0,2.0,1.9497500000000019,8,57,185,426
Xuân Mai Complex,Tố Hữu,Yên Nghĩa,Hà Đông,48.0,1.42,1.0,1.0,1.6002999999999985,8,146,235,493
Vinhomes West Point,Đỗ Đức Dục,Mễ Trì,Nam Từ Liêm,68.0,5.5,2.0,2.0,4.709668253968255,11,56,289,482
187 Tây Sơn,Nguyễn Lương Bằng,Quang Trung,Đống Đa,132.0,6.8,4.0,2.0,5.316333333333331,19,90,137,6
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,39.0,0.89,2.45452528837622,1.933083511777302,1.34635,3,17,72,475
Nam Xa la,Không có,Phúc La,Hà Đông,83.0,1.96,2.0,2.0,2.145466666666667,8,81,72,299
Khu Ngoại Giao Đoàn,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,102.3,4.5,2.45452528837622,1.933083511777302,4.7333880952380945,1,144,261,211
Sudico Mỹ Đình,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,110.0,4.05,3.0,2.0,3.9645000000000064,11,58,173,368
Kim Văn Kim Lũ,Nghiêm Xuân Yêm,Đại Kim,Hoàng Mai,63.3,2.4,2.0,2.0,1.5494749999999997,7,159,119,222
VP6 Linh Đàm,Hoàng Liệt,Thịnh Liệt,Hoàng Mai,67.0,1.58,2.0,2.0,1.6319666666666672,7,110,44,462
Hateco Apollo,70,Phương Canh,Nam Từ Liêm,52.0,1.8,2.0,1.0,1.986090000000001,11,84,5,167
Imperia Sky Garden,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,97.0,4.85,3.0,2.0,4.870000000000007,4,131,112,199
Iris Garden,Trần Hữu Dực,Mễ Trì,Nam Từ Liêm,103.0,3.8,3.0,2.0,3.8983666666666683,11,56,210,206
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,80.69,5.0,3.0,2.0,4.505233333333334,11,56,283,472
Sky Central,Định Công,Định Công,Hoàng Mai,66.39,2.8,2.0,1.933083511777302,2.774100000000004,7,162,287,356
C3 Lê Văn Lương (Golden Palace),Lê Văn Lương,Nhân Chính,Thanh Xuân,147.0,6.5,3.0,2.0,7.628316666666668,13,71,95,53
Trinity Tower,Hồ Mễ Trì,Nhân Chính,Thanh Xuân,84.0,3.8,3.0,2.0,3.802441666666668,13,71,63,436
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,158.3,9.5,4.0,3.0,9.373999999999997,13,71,95,41
Sun Grand City Ancora Residence,Lương Yên,Bạch Đằng,Hai Bà Trưng,98.0,7.0,2.45452528837622,1.933083511777302,6.691957142857143,4,3,105,371
Việt Hưng,Không có,Đức Giang,Long Biên,78.0,1.57,2.0,1.0,1.5732916666666639,9,165,72,485
Eco Lake View,Đại Từ,Đại Kim,Hoàng Mai,105.0,4.15,3.0,2.0,3.901639285714284,7,159,281,111
Imperia Garden,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,97.0,5.6,3.0,2.0,5.471016666666669,13,102,132,198
Làng Quốc tế Thăng Long,Trần Đăng Ninh,Dịch Vọng,Cầu Giấy,130.0,4.85,3.0,2.0,5.325425000000006,2,18,223,251
Green Diamond 93 Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,46.74,3.6,1.0,1.0,2.9711899999999996,19,43,88,147
Hòa Bình Green City,Mạc Thị Bưởi,Vĩnh Tuy,Hai Bà Trưng,127.0,5.08,3.0,2.0,5.9681,4,131,114,188
Chung cư Ruby City CT3,Phúc Lợi,Giang Biên,Long Biên,49.5,1.18,2.0,2.0,1.3876500000000027,9,20,171,83
Chung cư Ruby City CT3,Phúc Lợi,Giang Biên,Long Biên,70.0,1.68,3.0,2.0,1.7403866666666679,9,20,171,83
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,153.0,7.2,4.0,2.0,7.345750000000007,16,79,107,88
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,145.0,5.8,3.0,2.0,6.6047966666666635,16,79,107,88
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,145.0,5.5,3.0,2.0,6.6047966666666635,16,79,107,88
Ecohome Phúc Lợi,Không có,Phúc Lợi,Long Biên,68.0,1.68,2.0,2.0,1.7383762373737368,9,82,72,114
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,123.0,5.4,3.0,2.0,4.486249999999998,16,79,107,88
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,154.0,8.0,3.0,2.0,7.816716666666671,16,79,107,88
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,121.0,4.3,3.0,2.0,4.321250000000001,16,79,107,88
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,154.0,8.1,3.0,2.0,7.816716666666671,16,79,107,88
CT4 Vimeco II,Nguyễn Chánh,Trung Hòa,Cầu Giấy,148.2,6.67,2.45452528837622,1.933083511777302,7.041929999999996,2,113,124,64
Khu đô thị Nam Thăng Long - Ciputra,Không có,Không có,Tây Hồ,153.0,5.7,3.0,2.0,5.952600000000003,16,30,72,218
